"","Actinobacteria","Bacteroidetes","Euryarchaeota","Firmicutes","Proteobacteria","Synergistetes","Verrucomicrobia"
"N-Acetylaspartic acid",0.184517046746926,0.796268732290823,0.389751836226103,0.24695344703515,0.622380112978477,0.60132267185218,0.159174953568347
"N-Acetyl-D-glucosamine",0.435465344401767,0.572872923578941,0.713732668673942,0.612854837593308,0.146229265747659,0.634596801902318,0.883772196508843
"N-Acetylglucosamine",0.0703482643045801,0.941499773317428,0.197262854510636,0.832379639597169,0.0966554607272343,0.591115117699639,0.803627879605913
"N-Acetylglutamic acid",0.0392000754792772,0.912343906939592,0.717311682396387,0.461391769930145,0.648664346280539,0.146038067956591,0.320633752766923
"N-Acetylglycine",0.359446274133187,0.356193080098091,0.522695794189965,0.110046506578086,0.556227564481998,0.527980972183129,0.381138203994833
"N-Acetylhistidine",0.427486837205886,0.629345978901002,0.766792362208153,0.508486262637566,0.166706317548219,0.178759415374747,0.720096747608138
"N-Acetylleucine",0.125113506654863,0.64425327122861,0.898548138132079,0.864019525162599,0.0847855842741867,0.165682030838019,0.708053318797237
"N-Acetylmethionine",0.891032477673122,0.693405058775621,0.442494819562171,0.729959991138684,0.382039382435308,0.616502618175266,0.703734587916608
"N-Acetylneuraminic acid",0.590146926098132,0.579995884011665,0.172103937662371,0.403324805585169,0.642035319219388,0.627974663738106,0.801872861747488
"N-Acetylphenylalanine",0.51086303970829,0.633715807523071,0.472743182300501,0.784947901876288,0.932743393988814,0.679888795212356,0.439742877796939
"N-Acetylserine",0.196288760454908,0.886193217224836,0.688837278894468,0.2345699156161,0.15583045601443,0.972652082593705,0.0416385378583382
"N-Acetylserotonin",0.468166909013716,0.588025666421996,0.898543030161887,0.734098282078532,0.140613820430234,0.178995360072489,0.138822132663108
"N-Acetyltryptophan",0.0762013349687924,0.893445352955021,0.19896392454865,0.914765472378494,0.984874538159523,0.994467964217751,0.912311564260611
"Naringin",0.620590435460245,0.891983352980277,0.854543317145311,0.58375507652416,0.734534116849854,0.200499430660849,0.00904334104157245
"N-Carbobenzyloxyleucine",0.577813663661565,0.301754408626513,0.772837975462688,0.511549037962332,0.976577068509551,0.35250098821823,0.460737152187371
"N-Cinnamoylglycine",0.657061639573004,0.604231153620992,0.61619303081967,0.557861845536701,0.727643744344792,0.895181321385226,0.695826092399674
"N-epsilon-Acetyllysine",0.259477388615664,0.402650965153336,0.522695794189965,0.314332089126586,0.875579670858765,0.960678042230627,0.890896009543912
"Nervonic acid",0.789177810530069,0.884260832149806,0.577286894247233,0.546329805845704,0.194541075438614,0.852070884089358,0.475801126955389
"N-Formylmethionine",0.442789433881868,0.900711040833048,0.0591169804446288,0.947341191623021,0.196970167241285,0.615413005390646,0.978937949404187
"Nicotinic acid",0.179119972768964,0.0974375849478666,0.768011583756521,0.302464356841597,0.153450151095681,0.102746731939654,0.567028506747128
"N-Isobutyrylglycine",0.741972796148693,0.439851727513183,0.67711500650281,0.099546960503222,0.150893866136307,0.541264175122312,0.337554152904082
"N-Isovalerylglycine",0.489674173665891,0.553750416967832,0.921293333859507,0.327720830841495,0.532501612555452,0.790318460560179,0.880721857066046
"Nitazoxanide",0.971212796052232,0.518740496901554,0.424399235417904,0.732213103205051,0.894397017519785,0.0887182189113658,0.0673901121598024
"Nizatidine",0.0316531346334492,0.0114645710611025,0.263249734305617,0.140593114656865,0.440905479223364,0.259801515047792,0.780499851214753
"N-Methylalanine",0.0659914756953919,0.117398205818675,0.858320114506407,0.0378220287217157,0.416739800319044,0.397046912616754,0.25559945762734
"N-Methylanthranilic acid",0.330143108579652,0.0955852459815203,0.262204326851521,0.339200407178257,0.183424843640776,0.569313805081647,0.137905018920127
"N-Methylglutamic acid",0.0416764363915725,0.279598124182917,0.755844596097806,0.433281260394885,0.497468607812846,0.641229494601874,0.854361182188151
"N-Methylisoleucine",0.679385986139697,0.266115166258406,0.965677719992787,0.451620615809211,0.241555534665594,0.363232243753986,0.815851743524896
"N-Methylphenylalanine",0.642492188116458,0.822840625717723,0.501998229609521,0.789659759057552,0.49122800058306,0.0135998649304516,0.136431692460935
"N-Methylserine",0.492762328977378,0.616293524630213,0.377358550708058,0.1776638455286,0.579574633003554,0.32563633746866,0.391872399099995
"N-Methyltyrosine",0.526722971007396,0.771259131675981,0.357425927406481,0.726656644361265,0.829941722099341,0.0113537690679348,0.774027032935801
"N-Methylvaline",0.569525789569588,0.901679699385704,0.807302273476859,0.46516179099341,0.0330293409208826,0.901895172993729,0.587389342517423
"Norepinephrine",0.949770856841717,0.890054392805868,0.325802093619111,0.59097751548887,0.738244411241617,0.635114112355908,0.217913768866552
"O-Acetylsalicylic acid",0.830469896615023,0.863057404422487,0.369555543694813,0.484255817272314,0.432554584813384,0.535624882889014,0.381849973488047
"Octadecanedioic acid",0.635888192041292,0.590571583181215,0.402329872575287,0.45090023373128,0.353255821393055,0.984634026721934,0.213501798295223
"Oleic acid",0.167879786796971,0.848649708492228,0.986014813865381,0.853447127076097,0.950262937824417,0.93430440335471,0.783740779746533
"Olmesartan",0.00310151236106515,0.195218303924523,0.883427828445527,0.238833484658388,0.140634525307414,0.134977658976665,0.690833736421596
"Omeprazole",0.70926314479939,0.53525572837258,0.42393110374342,0.788674982206306,0.818520033285554,0.693759649403892,0.0517541529303336
"Orlistat",0.182427759006628,0.733649628307843,0.596064449098487,0.493563492723064,0.29548278617412,0.784382753954572,0.560896781232778
"Ornithine",0.476569715285412,0.428208764218383,0.667778892382875,0.163605988153089,0.559538466405949,0.558872323423978,0.844766611872378
"Orotic acid",0.492005865038279,0.549633386783042,0.954252113266044,0.143761811683234,0.1613082382769,0.549517187655733,0.438586004056492
"O-Succinylhomoserine",0.171038086844635,0.391579743943032,0.761921036750846,0.146229265747659,0.30187857458296,0.692962875183057,0.430535007392103
"Otenzepad",0.90165988740184,0.622309399206584,0.18594369512152,0.740069865601289,0.866880333216416,0.0634515179430788,0.103740851902963
"Oxaprozin",0.391212432003329,0.798149604780825,0.0726332007094599,0.904097125919737,0.775535910114413,0.438276054231836,0.390969165939433
"Oxazepam",0.00671853061648586,0.0757853797056449,0.210153362895079,0.0486525661944022,0.772732772984832,0.430503808490942,0.892932961443527
"Palmitic acid",0.746596978964022,0.995608505933415,0.761909336753076,0.276243406693355,0.852959788201924,0.563295810156181,0.847786546329164
"Pantoprazole",0.365480072965242,0.746045887357265,0.069593103847037,0.592990825900155,0.343796181328575,0.0422582258171276,0.487397503920284
"PE-Cer 23:3;2O/18:2;O",0.365346943877722,0.611991973330853,0.230565869596865,0.340826798316558,0.317344262060629,0.993853615720952,0.906189090207217
"Penciclovir",0.593936179169883,0.242037295455107,0.889076727285004,0.511592044693432,0.707908061593196,0.0389750933318371,0.334348237861963
"PG O-18:2_11:0",0.123228177708828,0.0332509585924465,0.394225912928038,0.214630944147315,0.923023271915809,0.809389680985018,0.259210728169727
"Phenylacetylglutamine",0.579593902293844,0.272416002463406,0.21255845370949,0.983411816542516,0.0631452021510872,0.650672904639281,0.11540226080689
"Phenylalanine",0.906525070487547,0.988290288190889,0.211353536957285,0.418876893643801,0.0693387505447627,0.861154727723521,0.110321712932007
"Phenyl-beta-glucopyranoside",0.220753744121717,0.278485226263399,0.664290426109959,0.645134532033595,0.242363455452631,0.69410397230655,0.738043137634705
"Phloretin",0.751707626734668,0.30420121802789,0.839569712029242,0.390526756915316,0.55166986035878,0.226430514900975,0.155216042118976
"Phlorobenzophenone",0.271024171439438,0.194105869932354,0.501464385763721,0.137876527635604,0.859203827801934,0.208356793549348,0.532604733997544
"Phthalic acid",0.873651145147233,0.686172398884832,0.961870636397595,0.934688617842206,0.21138313129868,0.42595444298585,0.625381556046623
"Piceid",0.115303481064701,0.325874502686333,0.0593478858063463,0.632840855140418,0.245928439824239,0.514859084739993,0.82514296509613
"Pizotifen",0.0372088376825885,0.362061670583604,0.112869993770556,0.135869969444906,0.72811741172013,0.895796177471639,0.495560381821099
"Proline",0.677170249592387,0.340826798316558,0.913703845168401,0.0833851006963036,0.108335156860738,0.344757395156594,0.0956863618119788
"Proline-hydroxyproline",0.598201160364806,0.930788071798654,0.491234810456991,0.588835888169982,0.265551459560695,0.939197515511322,0.558436321594671
"Propionic acid",0.135178813887254,0.452015672793169,0.369531048015053,0.111614394355096,0.685706172955677,0.40315122861536,0.663632662730566
"Pseudouridine",0.914284535949689,0.215565191285957,0.166472156063846,0.18035534403922,0.101421156001291,0.728636012356599,0.978424359495992
"Purine",0.809528360991912,0.305994262487872,0.50816351200324,0.316137222693119,0.411071127353905,0.103952832913551,0.588728411022991
"Pyridoxamine",0.847203880865949,0.916706809452503,0.477699576510406,0.604231153620992,0.978045080494914,0.832470111949024,0.430130151192995
"Pyridoxine",0.00443594655771617,0.515633234302896,0.609463602583608,0.528461179409775,0.244906296184295,0.375604190497559,0.924584431917698
"Pyroglutamic acid",0.051439844386082,0.0852564431149521,0.8470648160954,0.0283546435428459,0.492005865038279,0.374339840852752,0.269960266177427
"Pyrrole-2-carboxylic acid",0.141304360353824,0.364663918044174,0.275315064532793,0.338281184275498,0.778822875724949,0.141603272293201,0.860930924290362
"Pyruvic acid",0.401953790077348,0.0517572923950826,0.208957926073231,0.050030608238834,0.689785332386547,0.193648320772456,0.483302923636679
"Quinic acid",0.321591677496113,0.835246030316143,0.0281807035348027,0.45092332574972,0.820935785656165,0.185567187718619,0.949682976270258
"Ribose A",0.115303481064701,0.0488041563938304,0.734091428248245,0.206802741136943,0.917196394908832,0.345960650079328,0.948144709485681
"Riluzole",0.328880912855659,0.261798033501386,0.712499210484476,0.100159722466057,0.0906433522463275,0.444011028451266,0.686507128226884
"S-Adenosyl-homocysteine",0.776005242096169,0.693843256987255,0.312786856532197,0.570760335328244,0.227699444763332,0.727462684981078,0.623989717732941
"Salicylic acid",0.819983744462796,0.190028517348144,0.341692716716588,0.444262310598754,0.664641400331901,0.0319402481416928,0.0706074654107753
"Serine",0.264817981330092,0.139603324658044,0.711350005093466,0.14587488297766,0.837158126256806,0.925119115068294,0.505479655157968
"Ser-Val",0.0817739796672918,0.254732418519635,0.408741762473329,0.237831343063413,0.995120814627118,0.963133931032572,0.480061140619984
"Sodium lauryl sulfate",0.980485007817874,0.648664346280539,0.814724629003413,0.372637090133388,0.494343254658305,0.502396990466325,0.102233024638177
"Sorbose",0.510070162738976,0.0202633554240563,0.426369129187155,0.159033944662054,0.577069381236929,0.186630629903962,0.717682619236022
"Stavudine",0.951236997585908,0.0948492310103908,0.560979872495373,0.604249520411983,0.174641907055304,0.746691739108985,0.0864130137909251
"Sucrose",0.356193080098091,0.460639734862678,0.738908485882522,0.327720830841495,0.285770813519641,0.0756576715416408,0.17247126341894
"Syringic acid",0.00451716301626259,0.717093877575294,0.288475550263681,0.784947901876288,0.377320927008502,0.476492480876695,0.249836991135691
"Taurine",0.20318850705287,0.19434649229052,0.788820341791511,0.707038305975581,0.397093040151047,0.608350412734366,0.713825638991882
"Taurocholic acid",0.706126558664624,0.147653113704794,0.87965389362669,0.386792356532342,0.764307469098742,0.224479120430266,0.758581397368904
"Threonic acid",0.825214374354491,0.0684253256106797,0.17656617558496,0.0270556128942214,0.506488226144886,0.522893669577901,0.844002269024049
"Threonine",0.494343254658305,0.770858224785076,0.785137245002876,0.444262310598754,0.780243588979116,0.14140594171467,0.258652954062619
"Thymidine",0.87075970902668,0.0715748993424183,0.456996671095839,0.204538640483625,0.853447127076097,0.138808100019146,0.271396181982286
"Thymidine-5-monophosphate",0.721139928327631,0.527125813087449,0.879617601846212,0.979991154567721,0.389720557406606,0.260205250634594,0.583265429083276
"Tomelukast",0.367632700179342,0.699741223252842,0.664855387981493,0.736407873575628,0.43180508163531,0.41601729945969,0.730980060299828
"Toradol",0.904586511866081,0.997072477579803,0.301247333298035,0.359446274133187,0.0423487849091773,0.356496036662056,0.138752877798273
"Torasemide",0.539811960886434,0.725356368144763,0.480722456542108,0.920109319316112,0.30776899322284,0.544352087388861,0.936357891507243
"Tyrosine",0.112360061739472,0.096915632042315,0.0204117118368825,0.0118202097568745,0.515633234302896,0.391404851421786,0.118725945234288
"Tyr-Tyr",0.325260503779065,0.265356005506995,0.473736751895701,0.786831748273271,0.495123647788814,0.852682813006135,0.137856687940246
"Uracil",0.993169179665286,0.149807893090927,0.663129147437781,0.0411448171960034,0.56202764291677,0.544867554376458,0.603546458691831
"Valine",0.964880535562788,0.771795339223596,0.69947759765814,0.279598124182917,0.0548520676744171,0.489600665335207,0.0571693197584824
"Val-Val",0.00437586933497713,0.204087902751914,0.456021990466915,0.465917760432804,0.414608886835187,0.782604368021412,0.931237209924351
"Valylphenylalanine",0.838114520907838,0.626730029576352,0.220506379700103,0.512450643996679,0.622380112978477,0.604561880826604,0.99897246873605
"Vanillic acid",0.530883641962951,0.749395570960254,0.987286086085279,0.9288541124837,0.734572963669572,0.29947127495126,0.729779836567525
"Vanillin",0.572434520945687,0.417071763622155,0.372997915047951,0.0644469457373908,0.498621340427913,0.247971493293789,0.872082159573863
"Vardenafil",0.58463870080769,0.692032050284852,0.211931772474827,0.66195206380781,0.3513221155026,0.369074437749255,0.767669598664713
"Vincristine",0.746045887357265,0.789104772464087,0.0015032272865183,0.582814373585655,0.801392557174426,0.184325917157584,0.0952757084641433
"Vitexin",0.0311485631330219,0.0728468348409028,0.304947193268361,0.221825418995532,0.189272013729307,0.257061714095242,0.986382394738474
"Willardiine",0.118398427253474,0.093017410070789,0.298135762817144,0.0261151586388291,0.663701811812466,0.863860669398848,0.834162941114758
"Xanthine",0.611129624876391,0.129921048741908,0.318303015471612,0.0220982623242498,0.35295774628886,0.227829007207409,0.884280748284717
"Xanthosine",0.659282829600214,0.0254554918229091,0.829608161830296,0.0417992409405996,0.83189372866862,0.0595822645220321,0.95275765562478
"Xylose",0.253163704186296,0.507695240893784,0.11248941105342,0.690689629937512,0.216033366432811,0.900064875246383,0.753185877145818
"Zeranol",0.839063106940078,0.352288163264673,0.823395400780604,0.158635507202448,0.0175805096868373,0.601304195539546,0.519890903003642
"Riboflavin",0.358142854992737,0.384072150575777,0.600516525910403,0.352312825037065,0.586350122929913,0.993238990757193,0.979965154130648
"1-(Benzo[d[1,3dioxol-4-yl)-2-(ethylamino)propan-1-one",0.431079745754104,0.939063643702219,0.099233683625076,0.754499675091731,0.422428728454834,0.285180106273095,0.967382937977311
"1,5-Pentanediamine",0.968291507351023,0.599092878451001,0.908012003784999,0.688414707741015,0.176441605627471,0.642875128478694,0.489389716669785
"1-Hexadecylpyridinium cation",0.582967635560965,0.264280678402804,0.765573693999032,0.175450081464978,0.991217583890011,0.372238207947347,0.291422247197519
"1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine",2.85308600700418e-06,0.0176194542729078,0.771672541018912,0.0122477140672197,0.960006511976671,0.382389989187171,0.0701796346086669
"1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine",0.303050863526501,0.71801038601609,0.292195060231317,0.161689564919391,0.97853393958937,0.889703081263054,0.11322575981928
"2-Deoxyinosine",0.0303599411658153,0.0398398299850662,0.602747954451415,0.151621036513578,0.481943244130562,0.196672560036407,0.989211234112277
"3-(Hydroxymethyl)-6,7-dimethylquinolin-2-ol",0.196970167241285,0.548811720384475,0.153164035522682,0.982436187981403,0.776485676329795,0.469768966681458,0.371956441193328
"4-Hydroxyquinoline-2-carbaldehyde",0.548811720384475,0.499035058444226,0.510227034028315,0.314933076826015,0.805734369764947,0.427770952799269,0.455720742007307
"4-Methyl-5-thiazoleethanol",0.91233948772316,0.221920952818253,0.846432697577189,0.288580760921433,0.806198760084579,0.137181943079921,0.226488566870569
"alpha-Chaconine",0.103963417836136,0.701429737057202,0.228415933742817,0.784370562268917,0.513030779568923,0.339523819617622,0.736941026705953
"Arg-Leu",0.315534788037185,0.382716267744861,0.435814695345075,0.600822021784082,0.671790009439423,0.800435810605093,0.688453979588492
"Benzyldimethyltetradecylammonium cation",0.577910336128395,0.447216091136786,0.960600632616163,0.481943244130562,0.322811729956027,0.200569346343779,0.73609617963904
"Cholic Acid",0.694311043388528,0.0656062207082697,0.656177845890124,0.263208235833675,0.0404880508402372,0.354047758109187,0.478040814297829
"Choline cation",0.558709882116865,0.304226050083465,0.375635118843683,0.0517572923950826,0.631966395087657,0.808791997912482,0.608974392840669
"Citalopram",0.207713246402927,0.770858224785076,0.516442711884643,0.560367621855904,0.822840625717723,0.000425167376310931,0.527310044583614
"Cyclohexylamine",0.659299027427212,0.699755709961115,0.320674856053638,0.646898487010452,0.0501856408308901,0.393569329755482,0.70421399760807
"D-erythro-N-stearoylsphingosine",0.424605935452993,0.142018180053402,0.397826530655451,0.0603970762686781,0.593992430433672,0.117181532896673,0.660132993453336
"Desloratadine",0.921072560467487,0.368932273451507,0.367349521085794,0.611955822637493,0.034932660091636,0.131495423364682,0.425166422974276
"Deuteroporphyrin IX",0.938580176292017,0.247467024932725,0.438670752904609,0.519625254424854,0.290886367113477,0.498441689337338,0.434358513522536
"Ethylhexadecyldimethylammonium cation",0.308337182652115,0.197606740454246,0.0666005934883369,0.240822064921911,0.672669964482413,0.512833398589784,0.71405263527518
"Eutylone",0.574549839805984,0.841942379880441,0.19159091278346,0.630218955970604,0.646898487010452,0.415593628842959,0.653589636133479
"Gln-Ile",0.109759868569883,0.404047398338927,0.109479581646295,0.615446515658086,0.875579670858765,0.175678193039808,0.826146867389941
"Gly-Ile",0.503749442810033,0.862095478385444,0.655022045860545,0.879438837491694,0.423887413808003,0.458833239387646,0.568346443158821
"Gly-Val",0.21138313129868,0.654859730508644,0.991100076080878,0.350382355896415,0.371305222885169,0.460251831436189,0.109717587838739
"Guanidine",0.952148195167239,0.666905493497821,0.304041138387677,0.571945608855767,0.15603553282283,0.0315655193315643,0.163222052810181
"Hematoporphyrin",0.499378041712621,0.970647742870132,0.401912859662627,0.561742484272059,0.579355041101127,0.0600726567879648,0.167677861141332
"Heptadecasphinganine",0.701573908472639,0.0296452073842004,0.246901751291828,0.0298479869991799,0.766177485933652,0.0816576226940726,0.992807372652741
"Histamine",0.441295932839227,0.452015672793169,0.790653235876014,0.389841782463548,0.993656764153728,0.54407395809032,0.912566975266131
"Indole-6-carboxaldehyde",0.00479009832655874,0.285206039980129,0.825887930600032,0.961955959225596,0.000686732811426838,0.636252366061917,0.174797919345796
"Lidocaine-N-Oxide",0.446476643874725,0.963905624582438,0.421689627492301,0.878473784818087,0.856328086098364,0.000175297263361074,0.169958512852527
"L-Isoleucine",0.118304660016965,0.696124268386684,0.723289916349903,0.35295774628886,0.251082140062568,0.0897092066117504,0.0875484171881977
"Lithocholic acid",0.655746660642957,0.654859730508644,0.129748562942616,0.744753681228218,0.0174887401914834,0.367222978390992,0.826648920849767
"L-Phenylalanine",0.512450643996679,0.521226331895803,0.396924599547546,0.189173118153951,0.113530536912903,0.792101465713657,0.216105404762288
"L-Tyrosine",0.00651919056247263,0.102504152585666,0.549145137562105,0.0215493111723708,0.755908832947145,0.289671058211113,0.138214649149333
"L-Valine",0.997072477579803,0.944420124269873,0.681801069412349,0.557054430330288,0.342724988783609,0.229055570803687,0.190357274178898
"Maltose",0.0111804346891395,0.630218955970604,0.440580505543946,0.649547987445213,0.323422839942202,0.296545662144278,0.216599250035606
"Mesoporphyrin IX",0.04613301982475,0.557054430330288,0.271049587637956,0.969755817646325,0.229428069513216,0.24093281337032,0.955837786735266
"Metformin",0.623178513031385,0.148284283255816,0.459835890323863,0.289645336719237,0.196438454541539,0.203009238732288,0.479567153267007
"Methionine",0.255256760551277,0.268599303025454,0.320674856053638,0.0679446319325319,0.391579743943032,0.39966672182833,0.314270040138536
"N,N-Dimethylaniline",0.184936933463201,0.543076389430031,0.0416061202603748,0.781183840450733,0.88136945673517,0.305006378664123,0.872088579849452
"N-Acetyldihydrosphingosine",0.106644073729719,0.0603970762686781,0.551288094104308,0.0910661386615279,0.632840855140418,0.305749277952202,0.889877791611098
"Nicotinate",0.246440585392261,0.217913084289548,0.785137245002876,0.468189589025654,0.780243588979116,0.297275340720003,0.361527145982691
"N-Methyl-2-pyrrolidone",0.503749442810033,0.955133921306211,0.58720387218612,0.645134532033595,0.619776205642342,0.788536507145303,0.945581346003625
"N-Methyltyramine",0.459114737835396,0.790592660812796,0.803587536267944,0.837149995336112,0.590996375049928,0.298530224025312,0.448839788506104
"n-Octadecylamine",0.415270856189773,0.0448904226913838,0.104323400456549,0.0811723723499318,0.892956218204761,0.190611006084977,0.847274140852567
"Norverapamil",0.4324371074136,0.891005059581149,0.463245342036457,0.534423450935602,0.920574871456658,0.0508358837310459,0.877134417406928
"O-Benzyl-L-serine",0.311338005499973,0.523632504381998,0.580597074395915,0.891032477673122,0.0264600090967617,0.00144615433652717,0.894461120623911
"Palmitoyl-L-carnitine",0.395020314572302,0.348458332730755,0.888463676055602,0.840985075727874,0.163991234092493,0.45600311783471,0.3008597963317
"Pantothenic acid",0.395020314572302,0.589741307366796,0.257067585306134,0.716177759536305,0.853447127076097,0.258182008696647,0.312376566847197
"Peimine",0.112944153799513,0.74660938096847,0.512294749621391,0.741046549814365,0.165150902897259,0.954539934053888,0.832678808016042
"Phenylethylamine",0.713431759435801,0.342724988783609,0.635496490800146,0.229428069513216,0.719844569450131,0.286094517565328,0.733178790331006
"Piperine",0.252121486224015,0.631966395087657,0.39064427467044,0.909433906411862,0.19873303639315,0.586306782915021,0.546566498993236
"Promecarb",0.78540814544064,0.785879091696917,0.284762017330907,0.71113215120925,0.875573422997569,0.695802207478401,0.59542523391681
"Quinolin-2-ol",0.305994262487872,0.56702132721799,0.0275548346076024,0.514040710742236,0.977558450946613,0.181356386294128,0.269673683662244
"Quinoline-2,6-diol",0.0657986254168537,0.0511239604899774,0.121491105583009,0.0775228411843205,0.303638094615287,0.106221305899619,0.798146193071494
"Quinoline-2,8-diol",0.696124268386684,0.7354966670819,0.209555052672622,0.82379342197559,0.421020155542035,0.942271818043037,0.664352674309486
"Roquefortine A",0.863057404422487,0.960981207640046,0.991100076080878,0.471989003187267,0.319160245149703,0.0785432671212756,0.321595223971889
"Sertraline",0.966948710355667,0.501449184071297,0.584230214173841,0.277098423060339,0.502986217945488,0.437685442312501,0.573465189985361
"Solanidine",0.979509459012543,0.864019525162599,0.593843833511379,0.585503683500742,0.51643041561605,0.532051082642788,0.210724363717298
"Stearoyl ethanolamide",0.673581648343047,0.724436778480168,0.518522933485815,0.127020309420652,0.0871601734581726,0.487159273398264,0.134139364640737
"TAG 39:3",0.40614725013176,0.844815631429428,0.97838800381735,0.961955959225596,0.599966464944013,0.0812273707035069,0.743405552526714
"Theophylline",0.463651815655173,0.462144462121902,0.550216123204795,0.768984958851491,0.907494550770503,0.394871345576375,0.368111784711014
"Thr-Leu",0.0498759607574657,0.302464356841597,0.289959664996515,0.655746660642957,0.302464356841597,0.752545253581274,0.886315410596719
"Tomatidine",0.026644624541311,0.39295387435592,0.363534997575709,0.874615318741227,0.0241548732078356,0.748446339486198,0.883772196508843
"trans-Zeatin",0.470467286011411,0.138237083406815,0.0600449089451891,0.200062424437276,0.11589907682943,0.315511528791269,0.129811499103337
"Trihydroxycholestanoic acid",0.926910076996616,0.480404734337565,0.728084207497808,0.13994643638447,0.253163704186296,0.00257693742524046,0.487778910913713
"Tryptamine",0.292604590561668,0.797214027692986,0.811011415032992,0.941499773317428,0.82379342197559,0.367639365306627,0.240427585834548
"Tryptophan",0.512450643996679,0.991217583890011,0.250259903252806,0.469707402598769,0.817129151872976,0.742018977400242,0.609427659312602
"Tyramine",0.243378446684417,0.950262937824417,0.537429826274759,0.958057293995877,0.549633386783042,0.911053978902289,0.528583403927108
