"","Actinobacteria","Bacilli","Bacteroidia","Betaproteobacteria","Clostridia","Coriobacteriia","Deltaproteobacteria","Erysipelotrichia","Firmicutes unclassified","Gammaproteobacteria","Methanobacteria","Negativicutes","Proteobacteria unclassified","Synergistia","Verrucomicrobiae"
"Arachidonyl dopamine",-0.192783212244685,0.0226084908179187,0.342325016886609,-0.182131108149214,-0.274305380178211,0.0478769169093336,-0.154570300637716,0.0717660005646282,-0.0707525685404316,0.0610478366948172,0.0474771363209441,-0.0447391062873688,0.000307097441886108,0.0759950331624051,-0.232666588050759
"Arginine",0.0252550538980809,-0.224036768450717,-0.0809716599190283,-0.0957683761277826,0.00161943319838057,-0.206275303643725,-0.136646591601692,-0.127487319588643,-0.281174089068826,0.0307754612503656,-0.170645292335974,-0.105263157894737,0.0958095528387872,0.0451357051267773,0.216135575365728
"Asparagine",0.0135447264810054,-0.213049381941829,-0.0609342578846064,0.117134903906971,-0.0492939926740918,-0.24464800881577,0.0407936025913554,0.0686192593800406,-0.263373652850076,0.143761074803715,-0.0395642802674535,-0.119135583937179,0.18702234210864,-0.0347460512361667,0.268584425967894
"Aspartic acid",-0.274139536667878,-0.0384935902156232,0.198785425101215,-0.0641830343181968,-0.324696356275304,-0.284615384615385,-0.175211296342614,0.190418958239088,-0.286437246963563,-0.0247013570562145,-0.170909040855813,-0.190283400809717,-0.0229287818759491,-0.0419481553296885,0.120643723527615
"Asp-Phe",-0.215075297712689,-0.0753578221152413,0.139068825910931,-0.155092127090658,-0.172267206477733,-0.114777327935223,0.0207500379839606,0.141494684320516,-0.277732793522267,-0.0830127573200652,-0.244494877890955,-0.263967611336032,-0.002251933934245,-0.0263929123198952,0.102739001307969
"Benzoic acid",-0.041548637058133,0.0193486300025619,-0.0712550607287449,-0.259769189369863,0.0506072874493927,0.142914979757085,-0.120249000609489,-0.183516778516136,0.168218623481781,-0.065397855157027,0.0118686833927648,-0.145951417004049,0.0718571646290904,0.209740776648443,0.149099442769553
"Benzylsuccinic acid",-0.0818752553792621,-0.297968902039454,0.251417004048583,0.101032599762714,-0.0744939271255061,-0.231174089068826,0.167012500846512,-0.110637880853201,0.0773279352226721,-0.35574003563745,-0.152710392986907,-0.227327935222672,-0.0388970406824136,0.0156827450016769,-0.168815952356663
"beta-Hydroxyisovaleric acid",-0.0928734240122973,-0.303264316566471,0.196761133603239,0.0554768183065802,-0.356477732793522,-0.326315789473684,-0.200415001015815,-0.0203005285969177,-0.394534412955466,0.152662485412998,-0.109983132772954,-0.0327935222672065,0.168280881268126,-0.164477569529782,0.33645957171085
"beta-Hydroxymyristic acid",0.0533614848491708,-0.0816715855897615,-0.155668016194332,-0.0255112376154347,0.00647773279352227,-0.0726720647773279,-0.236246773924703,0.1725544930738,-0.0380566801619433,-0.156306947929489,0.0416722661345964,-0.291093117408907,-0.156202326529903,-0.00382505975650655,0.117446451702679
"Butyrylglycine",-0.191042262551612,0.202855110342649,0.0921052631578947,-0.264223532445574,-0.125303643724696,0.00910931174089069,-0.290804190867897,0.260861792470392,-0.303643724696356,0.130593240174249,-0.114466857610221,-0.0226720647773279,-0.094990667771789,-0.0126226971964716,0.020995418317085
"Carboxyibuprofen",0.103775009655222,-0.101840048729364,-0.158105167468032,0.105391041458217,0.133913659769658,-0.0302646895473377,-0.115092620710598,0.0425317598820074,-0.0682220761033633,0.0547709446963451,0.00237385681604721,-0.165190546291823,-0.0772861895413371,0.134330146705694,-0.0208366092367949
"Carnosine",-0.128719306964412,-0.32811203088555,0.146558704453441,0.0354322744658815,-0.238461538461538,-0.0769230769230769,-0.183308872141233,0.117743065862123,-0.367813765182186,0.0965782566870027,-0.0875645085866203,-0.207287449392713,0.0700146732283445,-0.192528007744163,0.0277096891494523
"Cellobiose B",-0.023422025792575,-0.191653271920114,0.0370445344129555,-0.0662077357162471,-0.0593117408906883,-0.0520242914979757,-0.0513183866237465,0.175396567077369,-0.359514170040486,0.0807855857822098,-0.0662008784796437,-0.176315789473684,-0.0941717827047908,-0.176335254774952,0.0017052116399663
"Cerivastatin",0.0138530514564298,0.00193535277700123,-0.100025313251893,-0.0909321048201085,0.0128575048410834,-0.0119463430806916,-0.110154907593939,0.110361301888858,-0.164515317848508,0.00921472331695977,-0.197070016525307,0.0278410537897474,-0.158801530022773,-0.0642135033257064,-0.10164567948472
"Chenodeoxycholic acid 3-sulfate",0.418574915257464,0.233267249214667,-0.385700590623675,0.0441266712466826,0.262678025168372,0.317039191766923,-0.315533859179648,0.234235228067586,-0.157911075361836,0.310103986209445,-0.0379247612295508,-0.00557810478156775,0.152006476153509,-0.0184614470795537,-0.0660509293972008
"Cholesterol 3-sulfate",0.111000035277855,-0.00346238642151109,-0.0672064777327935,0.170277387576036,0.0210526315789474,0.165991902834008,-0.107394099029182,0.19488507453041,0.047165991902834,0.0641830343181968,-0.10127943161826,-0.326720647773279,0.17114697900262,-0.127246987899785,0.0806778257159053
"Cholic acid",0.0260710524747171,0.00407360194917455,-0.107090439936733,0.000708681354666203,-0.0192317425217196,0.230679690563153,0.0498026116003644,0.230016629815343,-0.242724834563598,0.150746648156854,0.137947457199188,-0.0597196215148135,0.128264364894431,-0.167673605047924,0.177724019960898
"Citraconic acid",-0.0686367190617198,-0.105297281171837,0.189068825910931,-0.00465681321551585,-0.160728744939271,0.0200404858299595,0.0180171061519268,-0.0371499673323594,-0.140890688259109,-0.223324564204956,0.00685746151581966,0.0550607287449393,-0.100108699440528,-0.0972840198071499,0.00618139219487782
"Citrulline",-0.151937662967486,-0.171082623180548,0.113765182186235,0.00222717153785541,-0.181376518218623,-0.433400809716599,0.0393744623207838,0.0939914474037289,-0.118825910931174,-0.0147803202057677,-0.106290653495205,-0.128137651821862,0.00184249140074591,-0.00510007967534207,0.148033685494574
"Coniferylaldehyde",0.14879584230039,-0.157452684597127,-0.0358335865789679,0.101447808558829,0.0887741678806635,-0.178256909507239,-0.175330262916291,-0.0897374195928519,-0.0422107502921741,-0.0400931458975014,-0.287514988804973,-0.0274319264488709,-0.172495127141101,-0.103414583010381,-0.0161478571971534
"Cordycepin",-0.301696036505268,-0.0246490347178511,0.283458195727052,0.158566221142163,-0.372747527381073,-0.452115822184648,-0.156618579381231,0.229239377289232,-0.122696904721853,-0.0733090319967598,-0.237949337653369,-0.016197611184403,0,-0.230825335815997,-0.172367847173171
"Cortodoxone",-0.0350312037941122,-0.123220222647895,0.0360323886639676,-0.0502125946716492,-0.101417004048583,-0.0192307692307692,-0.177033250897303,0.204020312399023,0.0364372469635627,-0.0775460635453292,0.136621733276715,-0.403441295546559,-0.261429057639169,0.141272207006975,-0.206543759890917
"Creatinine",0.0826983052347137,-0.239234383000422,-0.228363195825287,-0.156828997462701,0.0722745220830031,0.0185241422145512,0.15650149334214,-0.20282281034674,0.00141714749182359,-0.142452162317638,0.295296357768044,-0.00779431120502975,0.0450432379478245,0.0707070114417466,0.232625071503547
"Cyclohexanesulfamic acid",-0.122819098767613,-0.380372582004173,0.134622197652037,-0.161883069444465,-0.179361303939406,0.0457513032621961,-0.165502581232918,0.000710554461035923,-0.336454274432611,-0.0877752477850854,0.128583910869224,-0.132699023399865,-0.187329439550526,-0.0977989772408803,0.066186876399231
"Cysteic Acid",-0.0896147073802869,0.0162935831600522,0.0544534412955466,0.0388742668425671,-0.176923076923077,-0.197773279352227,-0.232400425420359,0.139667636746794,-0.119230769230769,-0.134440172830545,-0.103389419776973,-0.213562753036437,-0.102770075908272,-0.0490882668751674,-0.213364606450783
"Cytidine",-0.11548077064687,-0.0692477284302217,-0.0240890688259109,-0.120874673463607,0.122874493927126,0.0459514170040486,-0.138367326458898,-0.063134643936414,-0.240688259109312,0.123304315141268,-0.0561784347257534,-0.0908906882591093,0.148832360926919,-0.105444147287697,-0.0755621907960065
"Cytidine-5-monophosphate",-0.0993242143195155,0.0164012292363508,0.256163636800707,0.0649146799732359,-0.0778615955334954,-0.0995291916897608,-0.0709801571832841,-0.0724985743350057,0.23945731266153,-0.293685759629304,-0.238777012440651,-0.0315901401904429,0.0708586644966965,-0.144064543885763,-0.200380077255155
"Daidzein",0.230757871504239,0.0386972600051239,-0.23502024291498,0.132820411712104,0.15668016194332,-0.0582995951417004,-0.0286451743876139,-0.0635406545083524,0.143927125506073,0.097995547665638,0.126599289522825,0.0562753036437247,0.124061087650224,0.0613284580959884,0.0222743270470597
"Dehydrocholic acid",-0.0572312108496832,-0.0270880820035867,-0.00890688259109312,0.0244988869164095,0.211133603238866,0.0538461538461538,0.180879599401647,0.272433093770635,-0.152834008097166,0.0969831969666128,0.300937061136548,0.058502024291498,0.067967460560849,-0.118959358427354,-0.33997657071828
"Dehydroepiandrosterone sulfate",0.206327938725691,-0.000305520146188091,-0.231388228445532,-0.00283472541866481,0.208613796511916,0.188977175200266,-0.268853122785707,0.197940171288579,-0.17581861452751,0.0869653262368954,-0.0331021144904361,-0.113163621785698,0.0937670855892249,-0.212684086098811,-0.0500931270654405
"Dihydrocapsaicin",0.205615058384585,0.026885772864552,-0.129459993080418,-0.0433308028281621,0.260134622530628,0.0738903791623964,0.310152849478692,-0.125260600702618,0.0190293031267541,0.074512782433475,0.0928441776942908,0.247684599740252,-0.161840351873979,-0.112908727961929,-0.269916689985592
"Dihydroorotic acid",-0.168231246127539,0.0855413115902739,0.17753036437247,0.117837621366532,-0.251821862348178,-0.123279352226721,-0.242016296681219,0.0708488448032427,-0.00769230769230769,-0.132010531152884,-0.150072907788515,-0.115587044534413,0.0413536958834081,0.136299629323517,0.228924662665475
"Dodecanedioic acid",-0.041548637058133,-0.0287174403195919,-0.0969635627530364,-0.264426002585379,0.184615384615385,-0.207287449392713,-0.157801508375584,-0.18493781551792,0.00425101214574899,-0.300060747191065,-0.167216561578064,0.111538461538462,-0.171965864069618,0.00510007967534207,-0.0454012599141026
"E-4031",-0.226277136135224,-0.313447806041504,0.297165991902834,-0.107916584516085,-0.144534412955466,-0.0402834008097166,0.0809757579861878,-0.127081309016705,-0.174898785425101,-0.175541611210967,-0.0174074023093884,0.0481781376518219,0.0802507365658218,-0.182582852377246,0.0116167542972704
"Enterolactone",0.00427706557951369,-0.180451433497578,0.0374493927125506,-0.125126546399513,0.0313765182186235,-0.103643724696356,0.27278708471597,-0.0391800201920511,0.125303643724696,-0.424782353310968,0.244758626410794,0.0196356275303644,-0.310357440392311,-0.0599259361852693,-0.0415645337241784
"Epicatechin",0.144205509000779,-0.18412680810269,0.0561769321029178,0.175449255376647,0.0789513640365331,0.0843160080031181,0.00819921044640146,0.218952281779212,0.0481805760017818,-0.133738295644865,-0.0242660918973715,-0.135128296139451,0.0251819902346608,-0.154285218333071,-0.336370019188362
"Epitestosterone sulfate",0.146060809030572,-0.104300047731734,-0.160558820865394,0.0243013365735115,0.0775460635453292,-0.174529260511942,-0.0113389016746592,0.142132474847176,0.0115407979688871,-0.250911300121507,0.00395702889667466,-0.256529667132982,0.0470954258045236,0.0948806905232605,0.0842118733870164
"Ethyl sulfate",-0.170064274233044,-0.104889941592836,0.0382591093117409,-0.097995547665638,-0.0827935222672065,-0.186842105263158,-0.0871501595326347,0.0548114272116778,-0.305668016194332,0.190321931416735,0.0250561093847257,-0.0325910931174089,0.0372592705484172,-0.178757792620739,0.0456144113690984
"Ethyl-beta-glucuronide",-0.202152496727787,0.0182293687225561,0.0701452503555352,0.0636800817264345,-0.00850245458854972,-0.123589250626419,0.0741977932989169,0.331321394403036,-0.209828432881709,-0.18364971105207,0.0393005183990038,-0.164279569014479,-0.0545609788417651,-0.185397278889492,-0.049133896972698
"Ethylmalonic acid",-0.121590864331889,-0.212223920659679,0.230364372469636,0.0500101245318442,-0.259919028340081,-0.207894736842105,0.0237866289084427,-0.0592775435029997,0.092914979757085,-0.540595273279449,-0.126335541002985,-0.145141700404858,0.0133068823387204,-0.0430956732566405,0.162314832979292
"Ezetimibe",0.173119321075554,-0.00366605621101174,-0.26497975708502,0.332051029280261,0.134210526315789,-0.0692307692307692,0.0125512424878591,-0.208892439262283,0.0959514170040486,-0.0123506785281073,-0.139786715514785,-0.000809716599190283,0.151493737394664,-0.233456147138783,-0.0612810433112887
"FAHFA 36:2",0.0912440656962921,-0.0963358104338084,0.0892712550607287,0.136464874228595,-0.142712550607287,0.126315789473684,0.150311250761861,0.0935854368317905,0.0700404858299595,-0.19335898351381,0.16853530417726,-0.107692307692308,0.0583455610236204,0.0153002390260262,0.131301296277405
"Ferulic acid",0.097460926634001,0.0678254724537562,-0.0665013412461568,0.121386992034968,0.0802672201038087,0.168429576611271,-0.180483854641158,0.126580201844542,0.210334531369123,0.0466717292144456,0.266399487134187,0.261349258900421,0.105539154194859,0.0826892265198317,-0.131521103827135
"Flavin adenine dinucleotide",0.103688914639555,-0.019454403434337,-0.0718768996307882,0.0598420413122722,-0.0132617941572299,0.0308766963202682,-0.00992153896532684,0.236041431442632,-0.0995140737141758,-0.15481976508708,0.0902202588441822,-0.160862526075102,0.0356287134347265,0.047057761832101,0.0181215423744212
"Galactonic acid",-0.207132175922163,-0.0146642248440469,0.256477732793522,-0.118040091506337,-0.389878542510121,-0.0688259109311741,-0.380990941325014,0.29841777037469,-0.328744939271255,-0.0121482083883022,-0.0891469997056556,-0.158906882591093,-0.0923292913040449,-0.127501991883552,0.155387410691929
"gamma-Aminobutyric acid",-0.151326653598984,0.10611196032984,0.20748987854251,0.0461631918755485,-0.307287449392713,0.00364372469635628,-0.308416418229893,0.16524630277891,-0.195141700404858,-0.011135857689277,0.0975869523405106,-0.0455465587044534,0.0833215555670649,0.104551633344512,0.188425886216276
"gamma-Glutamylleucine",-0.261919349297839,-0.03747524126812,0.103643724696356,-0.0589188106832658,-0.177327935222672,-0.229757085020243,0.0305683486397859,0.0828261566754242,-0.217611336032389,-0.0834176975996753,-0.0978507008603498,-0.126923076923077,0.02702320721094,0.104806637328279,0.164766074711743
"gamma-Glutamylmethionine",0.0498990984276598,-0.078412868957751,-0.0821862348178138,0.122089494302437,-0.0103238866396761,-0.0866396761133603,-0.161242978089997,0.0755179663805338,-0.0710526315789474,-0.121887024162632,-0.00342873075790983,-0.369230769230769,0.106864501243263,0.0181052828474643,0.201747852153512
"gamma-Glutamyltyrosine",0.061613229481265,0.168239760500909,-0.110228250558698,0.0474816507626356,0.0432208108251278,0.162558834157272,-0.240763235145258,0.0524795223365103,0.0879599171124965,0.288028350575049,0.0598739441380796,-0.0606305987921581,0.179754369317335,0.155241531669846,-0.0632026049995877
"Gentisinic acid",0.0586568993761878,-0.3749560824707,-0.0797570850202429,-0.0469730724347686,0.0257085020242915,0.0530364372469636,-0.157092970493204,-0.130126388306242,-0.221052631578947,0.0564891690056054,0.00501122187694514,-0.0248987854251012,0.232358637760734,-0.147137298633619,0.0525418336564615
"Ginkgolic acid I",0.278227013128622,0.143390788610944,-0.302242016683446,0.0128575045775154,0.249000455807528,0.211852826831364,-0.0117420791578095,-0.00690252905006325,0.254466319471595,0.00111364212876118,-0.0369266615829566,-0.109317273281354,0.265844018859407,0.091041029661002,0.227603984783507
"Ginkgolic acid II",0.0311614777935998,-0.0857449813797745,0.0384615384615385,0.0301680508309505,-0.0321862348178138,0.130971659919028,0.209625993486744,0.119976124007784,0.0532388663967611,-0.076533712846304,-0.0369247927774905,0.0801619433198381,0.0890537510360522,0.202600665102964,0.177022283374001
"Glucose",0.0329945058991056,-0.04684405158515,0.123886639676113,0.11095363661316,-0.16417004048583,0.0182186234817814,-0.242724834563598,0.167276355638602,-0.497368421052632,0.220894922527296,-0.21917501998639,0.12753036437247,0.153745671328909,-0.369628274470416,0.0266439318744734
"Glucuronic acid A",-0.107537648856344,0.0476587307431526,0.249595141700405,-0.140311806884891,-0.192712550607287,0.139676113360324,-0.272989524110936,0.22188477756431,-0.465991902834008,-0.00911115629122667,0.0363972957378121,0.00222672064777328,0.174831961804112,-0.014790231058492,0.0656506481387024
"Glucuronic acid B",0.013442206107043,0.0741358033782374,0.166599190283401,-0.254100025455322,-0.12165991902834,0.136842105263158,-0.335037198667852,0.149817901045253,-0.402226720647773,-0.0242964167766045,-0.0300673312616708,-0.105263157894737,0.228673654959242,0.0799437489109869,-0.000532878637489467
"Glutamic acid",-0.361310206574157,-0.0319761569516024,0.280566801619433,-0.022069245238749,-0.336234817813765,-0.236032388663968,-0.127030720340832,0.239546237443629,-0.326113360323887,0.0641830343181968,0.0210998815871374,-0.0765182186234818,-0.0323459601464282,0.128267003834853,0.181391888201415
"Glutamine",-0.201836761395146,-0.00794312179052543,0.101821862348178,-0.00769386531259141,-0.140688259109312,-0.27914979757085,0.0908952883394959,0.127690324874612,-0.159514170040486,0.0820004066210401,-0.0983781979000283,-0.115384615384615,0.206563758150291,-0.0490882668751674,0.14217202048219
"Glutaric acid",-0.143994541176961,-0.0236256955820756,0.0277327935222672,-0.106094353257839,-0.198380566801619,-0.276923076923077,-0.169239334191133,0.0966305161213282,-0.246356275303644,-0.275359390134851,0.00685746151581966,-0.174898785425101,-0.0648966415596059,0.0578859043151325,0.103804758582948
"Glu-Thr",-0.18402496805396,-0.0671125921126507,0.116908750592559,-0.0283472541866481,-0.216104054125639,-0.198491826763643,-0.0532442554914465,0.147795327895472,-0.246469963370459,-0.07491774320757,-0.0813705364167293,-0.150817349249275,0.0947907437288452,-0.118200328425419,0.204209428632732
"Glu-Val-Phe",-0.273732197088876,-0.0794312179052543,0.092914979757085,0.065195385017222,-0.256882591093117,-0.406882591093117,0.00101219697482735,0.0168494387354417,-0.21417004048583,-0.0965782566870027,-0.117631839848291,-0.0939271255060729,0.0358262216811704,-0.103276613425677,0.26356177410229
"Glyceraldehyde",-0.0641559836927054,-0.0114055082120365,0.204655870445344,0.103259771300569,-0.225303643724696,-0.0736842105263158,-0.259223645253284,0.219854724704619,-0.497368421052632,0.188702170298295,-0.286430892545391,0.111538461538462,0.154769277662656,-0.376130876056477,0.00394330191742206
"Glyceric acid",-0.194097309394121,-0.204077129079653,0.246356275303644,-0.0429236696386679,-0.328137651821862,-0.175506072874494,-0.260235842228111,0.0751119558085954,-0.282591093117409,0.0506175349512593,-0.281419670668445,0.0210526315789474,0.0775893600980777,-0.135534617372215,0.205797729798432
"Glycocholic acid",0.130756004859419,0.0881890188537823,-0.349797570850202,0.221299862806906,0.368825910931174,0.152631578947368,-0.126423402155936,0.0552174377836161,-0.0823886639676113,0.227778907280667,-0.0269023490236002,-0.0568825910931174,0.295208066652844,-0.230141095349811,-0.0047959077374052
"Glycodeoxycholic acid",0.0881317963619726,0.120837353162196,-0.28182282093547,0.108984103076441,0.187240530330465,0.213265850122207,-0.0164058956729037,0.292374109217399,-0.205569646604026,0.273169262079147,0.0804840396518518,-0.0725063384081196,0.119515357941374,-0.191923898857219,0.0995921431248985
"Gly-Tyr",-0.136669345394806,0.157546555384326,0.0120451440004454,-0.139002785708099,-0.0205475985889952,-0.0565818108928488,-0.00961635793096467,0.139979228824077,-0.136747811299175,0.134750697580102,-0.018727092659928,0.0635659700191575,0.100011400240909,0.0404201770343664,0.151238611289064
"Gly-Tyr-Ala",-0.201225752026644,-0.109574346751351,0.148380566801619,0.0192346632814785,-0.179554655870445,-0.209919028340081,0.12622096276097,-0.0399920413359278,-0.184210526315789,-0.0842275781588954,-0.11789558836813,-0.0714574898785425,0.12160443244923,-0.0201453147176012,0.170308012541634
"Guanine",-0.135033070438932,-0.214056948765185,0.145951417004049,0.0805831156424048,-0.127125506072874,-0.0714574898785425,-0.107191659634216,-0.0566384747854004,-0.250404858299595,0.105891883118034,-0.0667283755193221,0.126315789473684,0.239523882096968,0.0150452350422591,0.168602800901667
"Guanosine",-0.401433155105785,-0.36232855552166,0.209716599190283,-0.105891883118034,-0.177327935222672,-0.189676113360324,0.0492939926740918,-0.127690324874612,-0.321457489878543,0.0947560254287574,-0.147435422590123,-0.16497975708502,-0.0249759945434445,-0.127119485907901,0.143770656394658
"Guanosine-3,5-cyclic monophosphate",-0.30256678477494,0.116199495600204,0.0721696443051899,-0.0102252595458981,0.0503061896489192,-0.0456500835647134,0.15224212977022,0.0710554461035923,-0.309934713692134,-0.00465704890209219,-0.119484126407709,0.0228756516310981,-0.0106460446520517,-0.370093261332015,-0.234744919918367
"Halometasone",0.066094191625357,-0.0433838607587089,0.0495976517665401,0.0851430027534681,0.106280682356872,0.053039121480953,0.168438101022371,0.179364247521497,0.0667037806411222,-0.0386737539260699,-0.116582745854763,-0.0708537882379144,-0.107177007218252,-0.158365488569978,-0.292884921650703
"Histamine-trifluoromethyltoluide",-0.0588605691656885,-0.0900220469592882,0.124696356275304,-0.273537158876605,0.03582995951417,0.230364372469636,-0.116706311197593,0.12566027201492,-0.13663967611336,0.196396035610886,-0.0118686833927648,-0.187246963562753,-0.0718571646290904,-0.0382505975650655,-0.0941063673806399
"Histidine",-0.0566202014811813,-0.0786165387472517,0.130364372469636,-0.00141729097863526,-0.176113360323887,-0.308502024291498,-0.0494964320690573,0.151644948618975,-0.35080971659919,0.0350273341862714,-0.150600404828193,0.0194331983805668,0.180359436006349,-0.205533210916285,0.170094861086638
"Homogentisic acid",0.124442241384898,-0.294099176038942,-0.124493927125506,-0.0336100432076362,0.162753036437247,-0.117408906882591,-0.0616427957669855,-0.056232464213462,-0.172672064777328,-0.054464467607555,0.121851816165719,-0.0728744939271255,-0.0886443085025531,0.0840238126512606,0.10828093913786
"Homoserine",-0.0729137846412334,0.147864267177473,-0.0327935222672065,-0.0953634358481725,-0.104453441295547,-0.182995951417004,-0.241206539101357,0.0874952782527152,0.0212550607287449,0.200647908546792,0.0116049348729256,-0.235627530364372,0.177698059538605,0.0971565178152664,0.179473525106453
"Homovanillic acid",0.176581707497065,-0.0456220328481461,-0.0325910931174089,0.0087062160116166,0.0125506072874494,-0.130364372469636,-0.0141707576475829,0.0915553839720988,-0.0465587044534413,-0.100627659483103,-0.188052694645362,-0.115384615384615,-0.166847832400879,0.12852200781862,-0.00841948247233358
"Hypoxanthine",-0.127700958016909,0.14053215475545,0.057085020242915,-0.0147803202057677,-0.0410931174089069,0.249595141700405,-0.230477251168187,-0.0708488448032427,-0.401619433198381,0.174124320232332,0.000263748519839218,0.175708502024292,0.224783950891001,0.00242253784578748,0.13961420302224
"Ile-Ile",-0.33727717141308,-0.169045925285541,0.102429149797571,-0.144968620100407,-0.0686234817813765,-0.0661943319838057,0.124500227903764,-0.0079172061527979,-0.310121457489879,0.0834176975996753,-0.123170558764915,-0.141497975708502,-0.101541748307774,-0.0749711712275284,0.0343173842543217
"Indolelactic acid",0.135986996054848,0.0193829926859873,-0.121977378334104,0.0042594241559995,0.0703676646416195,0.105957074280248,-0.171314389589802,0.0932432276834971,-0.291407302853047,0.406572177176238,0.107272073831816,0.270418676655907,0.0284042512546505,-0.0108569167399986,0.168315027744936
"Indoxyl sulfate",0.330182149717908,-0.00122214244189232,-0.195262679409122,0.0316897845098938,0.14485271862854,-0.103249317261433,-0.0136154274608783,0.068419706793645,-0.0842190509426591,-0.0628733424301727,-0.0350821041385885,0.251138780515309,0.0745260846045824,-0.00911731527156877,0.00868680106645548
"Inosine",-0.609380010185951,-0.239923012031768,0.361943319838057,-0.181413245265313,-0.258097165991903,-0.10080971659919,0.0954501747262189,-0.0984575636950508,-0.453036437246964,0.124519135980098,-0.0635633932812515,-0.106477732793522,-0.101337027041025,-0.202600665102964,0.0765213723434875
"Isoleucine",-0.0164972529495528,0.0435853349531395,-0.0129554655870445,0.100222719203493,-0.120647773279352,-0.142914979757085,-0.302646895473377,0.101299637698619,0.00283400809716599,0.0593237509628759,-0.202031366196841,-0.123886639676113,0.323664322731031,-0.0263929123198952,0.29798573408411
"Isomaltose A",0.0234267685334948,-0.138116078832256,0.0453533113163283,-0.0674362089914945,0.0127556188077173,0.0524397662095046,-0.0502151359877766,0.285280181657547,-0.228993728119497,0.0455650060753341,-0.011079680910689,-0.294998993695939,0.0716669523112315,-0.187593408279188,-0.0749379075836361
"Isorhamnetin",0.264376766501428,0.0170072881378037,-0.283415152951657,-0.041002278377116,0.338478668382265,0.173895440275338,0.164186658568681,-0.0809017007779472,0.0264183410429938,-0.0605416357271985,0.212460185036225,0.013361000067721,0.077081457913413,0.0970976807939118,-0.226111849083685
"Isoxanthopterin",0.0362532225311161,-0.244403747400782,0.237246963562753,0.147398261778067,-0.213562753036437,-0.260121457489879,0.112252644508353,0.0225335867425786,-0.20668016194332,-0.132820411712104,-0.0395622779758827,0.132793522267206,0.163367570866137,0.119724370378655,0.0255781745994944
"Kaempferol",0.197559695815633,-0.070266077377725,-0.101821862348178,0.111156106752965,0.0362348178137652,0.0611336032388664,-0.0277341971102693,-0.00994725901248967,0.0840080971659919,-0.0244988869164095,0.0029012337182314,0.0821862348178138,0.122628038782978,-0.0637509959417758,-0.051049773471491
"Ketoisovaleric acid",-0.136866098544438,-0.0955211312758058,0.106477732793522,-0.21907269126905,-0.133400809716599,0.100404858299595,-0.191608887334817,-0.139870642032763,0.100202429149798,-0.0429236696386679,0.0722670944359457,-0.171457489878543,0.149651245993918,0.178120282661322,0.24992008098256
"Kynurenic acid",0.297561562460453,-0.42485518089836,-0.00222672064777328,0.170074917436231,-0.00789473684210526,-0.045748987854251,-0.224100410226775,-0.141494684320516,0.0204453441295547,0.0813929962016249,-0.172227783455009,0.0431174089068826,0.0591644460906186,-0.178630290628856,0.0983693964805556
"Lactose A",-0.0368679636637517,-0.057237004361957,-0.0160947465142822,-0.0647970034707094,-0.0717683979787804,-0.0772345383043857,-0.109429569406762,0.169628086130832,-0.425852821292989,0.144679559311943,-0.0176729396788378,-0.154975200712994,-0.0655174370150175,-0.187765688634755,0.0417819143319086
"Lactulose",-0.0266807424245854,-0.238700993294764,0.0562753036437247,0.0579064599842406,-0.149797570850202,-0.123076923076923,0.0560757124054351,0.212749539695697,-0.131781376518219,-0.0457582515959384,0.0474747335710592,-0.246761133603239,0.102974797175021,-0.152874888268378,0.0160929348521819
"Leu-Asp",-0.258456962876327,0.0189412904235606,0.111538461538462,-0.0747114815880587,-0.115182186234818,-0.153441295546559,0.0890733337848066,-0.00243606343163012,-0.158097165991903,-0.185665118201219,-0.0567059317654318,-0.0923076923076923,0.0231335031426986,0.0759911871625968,0.0637322850437403
"Levocetirizine",-0.269448766025762,-0.274440444489,0.262339914209736,0.0326092464140124,-0.249076105347723,-0.2339897883978,0.269339826116313,-0.158907939543815,0.134764348056024,-0.169021218214244,0.16094362164508,-0.142054380407665,-0.211859215092001,0.237684176654378,-0.0273996700476589
"Liquiritigenin",0.0802458970632569,-0.123423892437395,-0.212348178137652,0.00566916391454104,0.10080971659919,-0.00647773279352227,-0.000708537882379144,-0.205847359972745,0.115789473684211,-0.0603361016619011,-0.133720499558483,-0.0238866396761134,-0.0974473229727836,-0.330485162962166,0.12448044971754
"L-Kynurenine",-0.111814714435858,-0.0482697401116545,0.114574898785425,0.301680508309505,-0.179554655870445,-0.084412955465587,-0.359734804853639,0.49086678147347,-0.0678137651821862,0.105486942838424,-0.110246881292793,0.0504048582995951,0.129383840585713,-0.367205736624629,-0.0543536210239257
"LPE 14:0",-0.333203775623067,-0.386565260472238,0.176518218623482,-0.0905041524928516,-0.0876518218623482,-0.337246963562753,0.262563895270214,-0.109622854423356,0.0890688259109312,0.101842480321934,-0.0371885412973297,0.0979757085020243,-0.259381844971674,-0.0357005577273945,0.100394335303016
"LPE 18:1",-0.297357892670952,-0.235442276662754,0.0427125506072875,0.202065199525427,-0.203441295546559,-0.453441295546559,0.177843008477165,-0.0946004632616364,0.0427125506072875,0.146993321498457,-0.0646183873606084,0.152631578947368,0.0133068823387204,0.00969015138314993,0.188319310488778
