"","Actinobacteria","Bacilli","Bacteroidia","Betaproteobacteria","Clostridia","Coriobacteriia","Deltaproteobacteria","Erysipelotrichia","Firmicutes unclassified","Gammaproteobacteria","Methanobacteria","Negativicutes","Proteobacteria unclassified","Synergistia","Verrucomicrobiae"
"Butyrylglycine",0.244014890995806,0.215516426684759,0.577069381236929,0.104072464898311,0.447216091136786,0.956108316439713,0.072490736412929,0.108716376332643,0.0602173023503967,0.428114437285328,0.487761588371282,0.891032477673122,0.565143061508635,0.939206730207532,0.89904783062737
"Carboxyibuprofen",0.529551791866124,0.537296784441772,0.336398085564571,0.523125355068041,0.416360415521613,0.854880108603573,0.485369793751055,0.797112967819769,0.679850985097728,0.740520169798058,0.988556810172236,0.314908242502877,0.640035376084827,0.414899090549714,0.899807555829439
"Carnosine",0.434828874399805,0.0414267583946106,0.373304086546174,0.830436068541868,0.143761811683234,0.641612367856151,0.263987707456155,0.475307127457186,0.0212407667189864,0.558629881068108,0.596064449098487,0.205442197363935,0.671904185972104,0.24029752316795,0.867016932195407
"Cellobiose B",0.88745062945485,0.242481472026034,0.822840625717723,0.688821624964291,0.719844569450131,0.753115368772429,0.75636275359284,0.285511469193282,0.0245847123918002,0.624918250232725,0.688852235520844,0.282954186695848,0.568516211021479,0.28290019552488,0.991779887138524
"Cerivastatin",0.933293781596512,0.990670518468792,0.544609789327376,0.581950713856893,0.938078012409312,0.942458604027893,0.504407117776271,0.503603879482701,0.316918045902824,0.955600908621192,0.229171393501453,0.866392162773388,0.334246863386766,0.697744246180929,0.538077783534817
"Chenodeoxycholic acid 3-sulfate",0.00800280262458442,0.152958300859602,0.0153088112812005,0.78967319286139,0.10618830125115,0.0492346660915917,0.0503819572085114,0.151212769831646,0.336999198554639,0.0546999335972016,0.818700490657702,0.973114711302174,0.355601627745567,0.911180207254447,0.689521727056627
"Cholesterol 3-sulfate",0.501122187515323,0.983310165720067,0.68436850170388,0.300026261297252,0.898774150362662,0.31253346773642,0.515213486385367,0.234478940314147,0.775546977744414,0.697880885922594,0.539550894517812,0.0423487849091773,0.297527976147443,0.44014492649565,0.625381556046623
"Cholic acid",0.874816854369423,0.980364434656889,0.516409064474189,0.996583695345896,0.90748988913649,0.157696448632276,0.76334968748751,0.158927571243183,0.136522740820686,0.359649576441844,0.402329872575287,0.717996699420298,0.436467711631221,0.307586718988944,0.279065431395772
"Citraconic acid",0.678009750480764,0.523497157663105,0.249012057923984,0.977553907892528,0.328337717010883,0.903617436273549,0.913309788821359,0.822344471710811,0.392266459285843,0.171745237496252,0.966951548377894,0.739195137392986,0.544272724086678,0.555745718924932,0.970208225942381
"Citrulline",0.355822016978697,0.297712408520501,0.490450769911754,0.989263865095428,0.269142379016249,0.00584830221912402,0.811892444105393,0.569260285625011,0.47122781973511,0.928839742788465,0.519564598869728,0.4369247767499,0.991118144001715,0.975417959648441,0.368460315387638
"Coniferylaldehyde",0.365972193342779,0.338421484213226,0.828544017104088,0.538873413521751,0.59097751548887,0.277603018169395,0.285696505121511,0.586940537436102,0.798612541496303,0.808522397919945,0.0759309968057504,0.868338231746086,0.293681257503041,0.530990321859482,0.922274858700567
"Cordycepin",0.0619647588393351,0.881595160054442,0.0803484854317218,0.334972832674705,0.0194394056767089,0.00385814141800411,0.341018991441322,0.160379577244183,0.456797603614328,0.657391711483129,0.144650158104125,0.922036106924271,1,0.157426955620879,0.294043056178413
"Cortodoxone",0.832327923868897,0.454865236451804,0.827607084687159,0.761458029067876,0.53899732790026,0.907494550770503,0.280968577497891,0.212835609151454,0.825699760412171,0.638907703692182,0.406910784610659,0.0108717610923179,0.107921927999652,0.390972788713397,0.20710919145813
"Creatinine",0.616718443634045,0.142429013636452,0.162027893466345,0.340362571983605,0.661935973740772,0.91087977875652,0.341384588934475,0.21559107095508,0.993168488197926,0.386987498817344,0.067991269398139,0.962439556390019,0.785405946893544,0.668844296237844,0.154124403140955
"Cyclohexanesulfamic acid",0.456346003077219,0.01690799790638,0.413876109521307,0.324829685311623,0.274588178244641,0.782113638790746,0.313982196460588,0.996574665809104,0.0362345955578223,0.595176860573126,0.435316255202221,0.420638793667356,0.253473048687756,0.553645708698524,0.688914742023424
"Cysteic Acid",0.587454141762487,0.921575590424836,0.741972796148693,0.814239934804401,0.281272898367017,0.2274806442707,0.154533853325082,0.396430380479615,0.469707402598769,0.414513528576819,0.531090823956147,0.191747502523841,0.533567399151608,0.766648900869728,0.192169821733915
"Cytidine",0.483889270543803,0.67529990425537,0.884266649981519,0.463560631508307,0.456141354871266,0.781183840450733,0.400885261719006,0.702588138271683,0.13994643638447,0.454555134659191,0.734091428248245,0.582123379330742,0.365853228288579,0.522914823733724,0.647536429345216
"Cytidine-5-monophosphate",0.547447710926798,0.921059086368555,0.115467525615401,0.694602389215088,0.637539589802248,0.546617274635446,0.66763853460404,0.660950765426994,0.142046258978671,0.0695784468698823,0.143216662420152,0.848596685908685,0.668174744821033,0.381580282429772,0.22128795879512
"Daidzein",0.157551745804328,0.815071038270569,0.149807893090927,0.420210111512198,0.340826798316558,0.724436778480168,0.862569528177628,0.700763849544737,0.382039382435308,0.552845073242291,0.442494819562171,0.733649628307843,0.451769584873432,0.710723497335451,0.892932961443527
"Dehydrocholic acid",0.729294479610099,0.869974366105193,0.957082774467585,0.882311360947266,0.196970167241285,0.744753681228218,0.270478572703869,0.0933674453084001,0.35295774628886,0.556974204984295,0.0626565024046966,0.723517569871998,0.68098252179608,0.47072637959288,0.0342082735615843
"Dehydroepiandrosterone sulfate",0.207594715458383,0.998527190845369,0.156388558923808,0.986335381878821,0.202492416126008,0.249245791751695,0.0979263948420626,0.227080665808339,0.284335476705565,0.598591231106563,0.841440297921034,0.492762328977378,0.570186638183079,0.193625238608544,0.762009111023982
"Dihydrocapsaicin",0.20920407665067,0.870937274937219,0.432168003680568,0.793383422654404,0.10974124659072,0.654843350580389,0.0546597982961115,0.44737340771754,0.908459550013746,0.652119285940732,0.57400439835487,0.128444621855977,0.324959087172214,0.493743471098024,0.0965545421157519
"Dihydroorotic acid",0.305957443342423,0.604614976353741,0.279598124182917,0.474950178200568,0.121983159754991,0.454647176667111,0.137706763874865,0.668218091316305,0.962930765338182,0.42307485364283,0.361825710170275,0.48348431925442,0.802619687975154,0.408028270863312,0.16097022973768
"Dodecanedioic acid",0.801707801855094,0.862226139578772,0.557054430330288,0.103797674504492,0.260539742966259,0.205442197363935,0.337338825209486,0.259693445836704,0.979509459012543,0.0634627893331337,0.30892617356902,0.499035058444226,0.295187590945588,0.975417959648441,0.783740779746533
"E-4031",0.166001558443739,0.0520072430305227,0.0661847722125404,0.513159567511058,0.380012954527171,0.807630823079571,0.624100966691391,0.440745366356558,0.286902533145996,0.285106963410784,0.916232869706977,0.770858224785076,0.627219186253511,0.265916698259681,0.944043585542422
"Enterolactone",0.97938390412005,0.271633383730184,0.820935785656165,0.447863551783429,0.849608768003383,0.530075554581258,0.0929256762814101,0.812804798104149,0.447216091136786,0.00702963384694089,0.133165964683998,0.905555723728319,0.0544920070563037,0.717062608830978,0.801633452624383
"Epicatechin",0.38110967058182,0.261825611608467,0.734098282078532,0.285364486633809,0.632823589983893,0.609818915437099,0.960489856863703,0.180510491725684,0.770846938772531,0.416976584545085,0.883421969029221,0.412106766992452,0.879053730156362,0.348350151707364,0.0362842414767139
"Epitestosterone sulfate",0.374947645615152,0.527459672243485,0.328856103692243,0.883253811135632,0.638907703692182,0.2879380124333,0.945379934858519,0.388064886932954,0.944408887342231,0.123383901336342,0.980926235623381,0.114930463548063,0.775874169184755,0.565595542791797,0.610262059830573
"Ethyl sulfate",0.300640563229659,0.525113953728344,0.817129151872976,0.552845073242291,0.61631143357223,0.254732418519635,0.597811282998874,0.740335019759758,0.0584428571201558,0.245831038528821,0.87965389362669,0.843857659057309,0.82183017648152,0.276233010915504,0.78274985842092
"Ethyl-beta-glucuronide",0.217144175690287,0.912292407977927,0.671326680480234,0.700137755339184,0.959029801935432,0.453505248409102,0.653497341600307,0.0393620701791941,0.199817147454309,0.26308531863404,0.812239372190757,0.317621642881931,0.741480696522572,0.258490630448168,0.766438035474215
"Ethylmalonic acid",0.460896202853839,0.19461377334542,0.158281041508492,0.762392054499488,0.110046506578086,0.204087902751914,0.885710059681462,0.719999569440485,0.573711103308781,0.000381120460029472,0.443453684367506,0.377992874836694,0.935918194081245,0.794480427145258,0.323523574385073
"Ezetimibe",0.291911106561786,0.982328560416787,0.103048947571037,0.0389045562856039,0.415318503992971,0.675375064622594,0.939550235558069,0.201876498028245,0.561197347636843,0.940514467273984,0.396023852379118,0.996096643304355,0.357245769572163,0.152616517394189,0.710937492215676
"FAHFA 36:2",0.580650888165778,0.559622265145657,0.588892699046118,0.407454762243173,0.386111250778535,0.443525537359388,0.361054976595396,0.570937139989924,0.671790009439423,0.238235174375156,0.305071383759955,0.514040710742236,0.724228018960761,0.926343293194809,0.425592566221158
"Ferulic acid",0.555023867922979,0.681613830292201,0.6875114350428,0.461653827474482,0.627148221529378,0.305379300541308,0.271545827197378,0.44256417513638,0.198709789801568,0.777839509062562,0.101148152954042,0.108033418124696,0.522538284979744,0.616757256964145,0.42481137621952
"Flavin adenine dinucleotide",0.529895240355052,0.906423522255169,0.663685790880651,0.717442394382639,0.936134878773443,0.851977712510118,0.952199045153756,0.147994672027699,0.546678502496639,0.346662245466373,0.584921582718636,0.327929949150662,0.82950980650651,0.776048820067645,0.912809205763017
"Galactonic acid",0.205789471171048,0.929397280492964,0.115006549886113,0.474186323391561,0.0141458659165845,0.677170249592387,0.0167154762535824,0.0649966052205539,0.0410127764770327,0.941487947950437,0.58941352899123,0.333922147627466,0.57613934229681,0.439221641665741,0.344875300917811
"gamma-Aminobutyric acid",0.357782528271723,0.520270928998628,0.204990071911322,0.780200187006031,0.0570534909603064,0.982436187981403,0.0561005877185481,0.314742644257396,0.233851268956126,0.946356580830884,0.554509900480553,0.783065262573166,0.614056383049864,0.526458613367141,0.250654827756107
"gamma-Glutamylleucine",0.107238836703272,0.820814203623759,0.530075554581258,0.721626193457821,0.280155658543665,0.159411369049377,0.853439790420037,0.616171962140325,0.183261446537644,0.613646168657736,0.553434984534655,0.441319238201549,0.870283123543363,0.525444903226495,0.316170733817235
"gamma-Glutamylmethionine",0.762904375720239,0.635152166952216,0.618909249498255,0.459046019227139,0.950262937824417,0.599966464944013,0.326772045723048,0.647729304357305,0.667318744951104,0.459796810045106,0.983472374660366,0.0207096896851362,0.51729953266445,0.912887138652299,0.218085455797127
"gamma-Glutamyltyrosine",0.709438712699951,0.305932609255969,0.504121609946106,0.774083841338368,0.793896545184832,0.322786909272777,0.139819281653475,0.751023378667059,0.594399548666083,0.0753858070475832,0.717297964879674,0.713875311419766,0.273520358715175,0.345333988385004,0.702282660475002
"Gentisinic acid",0.722814557093745,0.0186755195243513,0.629345978901002,0.776441571291054,0.876544200146748,0.748466490525353,0.339540181271317,0.429781766329119,0.176260927173219,0.732674530362676,0.975846121670261,0.88040406191626,0.154610104723508,0.371399522134734,0.750737166286065
"Ginkgolic acid I",0.0863372344897613,0.383834331549176,0.0614709000619822,0.938078013676214,0.126362495159786,0.195413544623591,0.943440877092835,0.96673447283409,0.117982686152863,0.994631544368051,0.823395400780604,0.507673630959513,0.101888622887709,0.581496716198359,0.163466042345952
"Ginkgolic acid II",0.850627810399264,0.603751833270397,0.81617813567847,0.855338583620103,0.84577382388773,0.426765590377003,0.200261298061184,0.466915086893605,0.747537760124441,0.643305093038119,0.823404197100247,0.627601514712204,0.589804524742476,0.216104925247522,0.280998862214301
"Glucose",0.841949216661159,0.777040017116391,0.452410875822083,0.501302252286973,0.317948866627515,0.912343906939592,0.136522740820686,0.308750725603532,0.00127579748373785,0.176577508813874,0.180056406945206,0.439118980266982,0.350058915683165,0.020562718123311,0.872088579849452
"Glucuronic acid A",0.514648776715654,0.773263379748798,0.125429812506574,0.394234101731053,0.239838478882203,0.396401433824144,0.0926737625168914,0.174597211747546,0.00279148954055808,0.956099437388556,0.825887930600032,0.989266038496362,0.287089606918768,0.928792148342864,0.691310040407645
"Glucuronic acid B",0.935267882775169,0.653768676877281,0.310741360157704,0.118530841598648,0.460639734862678,0.40614725013176,0.0370770027805039,0.362651423395502,0.0111358869052878,0.883277283957795,0.855816468920331,0.523632504381998,0.161442446009143,0.628541429438362,0.997431175414393
"Glutamic acid",0.0238262773745812,0.846768452616274,0.0836172587803961,0.893913121288926,0.0363640226324775,0.148010657502655,0.44092879537189,0.141893792828567,0.0427563977529406,0.697880885922594,0.898548138132079,0.643372489581448,0.845017750445146,0.43645819555145,0.269101119166123
"Glutamine",0.217878395410502,0.961722967486585,0.53736983635031,0.962923264347348,0.39295387435592,0.0852564431149521,0.582104200481764,0.43854043561348,0.332054182280593,0.619705088586594,0.551288094104308,0.484255817272314,0.207064242226181,0.766648900869728,0.387931518146447
"Glutaric acid",0.381814113368145,0.886478270606355,0.866907042156366,0.520340551098393,0.226027509147943,0.0878824908645628,0.303026033221509,0.558416079544411,0.130572298765564,0.0897636678737994,0.966951548377894,0.286902533145996,0.694683153631956,0.726316487061625,0.52943314327895
"Glu-Thr",0.262094169731868,0.684786667624319,0.478462794388837,0.863985428445532,0.186389042573711,0.225761973074043,0.747513040139615,0.369240519756422,0.130389176896408,0.65034928297101,0.622405784166206,0.359421674839078,0.56596573642531,0.473582260071307,0.212402690689659
"Glu-Val-Phe",0.0917540860524879,0.630751526199258,0.573711103308781,0.693346001356492,0.114414417924284,0.0101521999491823,0.995120567688987,0.918908847031378,0.190457239725772,0.558629881068108,0.475727188848728,0.569525789569588,0.828578731560901,0.531541486832326,0.104974462121489
"Glyceraldehyde",0.698002203634516,0.945059573045025,0.21138313129868,0.531608787288972,0.167879786796971,0.655746660642957,0.1110354838081,0.178675759876714,0.00127579748373785,0.249948010064898,0.0770924354539118,0.499035058444226,0.346821452735995,0.0182795496449237,0.980992390710117
"Glyceric acid",0.23641284706673,0.212705482196745,0.130572298765564,0.795283162512049,0.0414099342564358,0.285206039980129,0.109598151053386,0.649501088056039,0.0813181349456036,0.759590978837918,0.0826425231399823,0.898774150362662,0.638719904451388,0.410689367995855,0.208790864110485
"Glycocholic acid",0.42753398426159,0.593435830307788,0.0290436714831792,0.175765457469583,0.0208602812053602,0.353603382980669,0.443134136438022,0.73847889700607,0.618042801459084,0.163133877356997,0.870858372275253,0.730881842415776,0.0680775304982051,0.158695942766087,0.976883642040074
"Glycodeoxycholic acid",0.593676472913589,0.463699698522569,0.0821848508375216,0.508975843890619,0.253702497435842,0.192380550417875,0.921036696738231,0.0708924473997565,0.209306888613983,0.0924505390087071,0.626215080772575,0.660916635128352,0.468640207548391,0.2418043742033,0.546362356090817
"Gly-Tyr",0.406745750898088,0.338129923394086,0.941983515968629,0.398704578751823,0.901190376449518,0.732252267134573,0.953667765140766,0.395367133784241,0.406473854977,0.413426460374877,0.909907345535839,0.700650156422395,0.544666038443736,0.806990008631318,0.358065560917091
"Gly-Tyr-Ala",0.219304108719328,0.506669993433763,0.367326644639205,0.907475900004897,0.274062568858179,0.199618605230278,0.443870590977519,0.808996292416889,0.261604978404987,0.610195219467804,0.474731421182105,0.665533394864484,0.460845805051824,0.903115649927051,0.299938050429754
"Guanine",0.412439351334119,0.19069705245676,0.375309323710941,0.625788871644069,0.440585146987597,0.665533394864484,0.516010385287403,0.731994030486339,0.124168165768477,0.521141491754702,0.686498929938214,0.443525537359388,0.141932110884906,0.927567638541667,0.30487491230256
"Guanosine",0.0113113930289517,0.023404958316368,0.200062424437276,0.521141491754702,0.280155658543665,0.247467024932725,0.765698333937348,0.43854043561348,0.0459881556652793,0.566108656209113,0.370420444965541,0.315534788037185,0.880035892554864,0.440606968888499,0.382562524151473
"Guanosine-3,5-cyclic monophosphate",0.061178620694766,0.481154046108701,0.66239733800963,0.950737508306091,0.761026373774255,0.782584054657609,0.354847521313796,0.667306327169696,0.0548391528334271,0.977552772157869,0.468757261522545,0.890059923656831,0.948712907606387,0.020391903602015,0.150299525027298
"Halometasone",0.689328546237364,0.793135933309113,0.764295879347484,0.606304522605057,0.519603999824972,0.74845417315994,0.305354467060611,0.274580171444031,0.686608589744517,0.815181421826617,0.47969883149674,0.668196269670776,0.516068088028986,0.335592897151017,0.0703784200271411
"Histamine-trifluoromethyltoluide",0.721890395658719,0.585750015742245,0.449438434302132,0.091994924718467,0.828561113239332,0.158281041508492,0.479230140803133,0.445913822572182,0.406848586431915,0.230799771934461,0.942832047439507,0.253685890489868,0.663772684622338,0.817169145894883,0.568786067166194
"Histidine",0.732077304976753,0.634271043311248,0.428931370964948,0.993167796520537,0.283516063973443,0.0560288535352471,0.764763282094454,0.356760421046524,0.02855011674581,0.832346181411405,0.360121260952774,0.906525070487547,0.27188193304689,0.209389404128577,0.300552346880328
"Homogentisic acid",0.450370135994035,0.0691682873213286,0.450180547437121,0.839038985777805,0.322201342443052,0.476569715285412,0.709305365715491,0.733845000040254,0.29317878066418,0.741922334285852,0.459927434013942,0.659299027427212,0.591522689939937,0.611062698492012,0.511729693650842
"Homoserine",0.659126481278641,0.369014762978687,0.842899908098801,0.563610617945377,0.52684920868573,0.264817981330092,0.139069206756999,0.59635615864205,0.897805921184167,0.220658329644299,0.944100428743193,0.148727646878902,0.279136802877199,0.556266250643919,0.274283035041221
"Homovanillic acid",0.282217185152368,0.782714433119786,0.843857659057309,0.958048808498019,0.939553289215493,0.428931370964948,0.931767480691323,0.579355041101127,0.778364011498109,0.542177211802667,0.251611685945597,0.484255817272314,0.310009496109305,0.435539186178295,0.959429281825538
"Hypoxanthine",0.438501992592347,0.393484455919014,0.729959991138684,0.928839742788465,0.803839011355146,0.125429812506574,0.158071586350779,0.668218091316305,0.0112699854865141,0.289075503979095,0.998728557532886,0.284641990570773,0.168888708060913,0.988322158906221,0.396612878633341
"Ile-Ile",0.0357526299748419,0.303587052585056,0.534933046663233,0.378567961526834,0.678068502614356,0.688881459393106,0.450157438506429,0.961847760648454,0.0546855803356521,0.613646168657736,0.455048432002947,0.390208413766153,0.538495615577251,0.650115900605163,0.835697317629225
"Indolelactic acid",0.409114574687296,0.906765504838544,0.459461681300553,0.979468920385578,0.6703434337899,0.520883539159616,0.297048550110159,0.57235223831567,0.0718734132722618,0.0102153934952263,0.515693762929915,0.0959121918313965,0.863714510739281,0.947698418605049,0.305713131125248
"Indoxyl sulfate",0.0400851756406775,0.994108513312956,0.233555767398122,0.848124680288067,0.37895335103221,0.531650563293019,0.934435511483549,0.678973170904407,0.610231511376949,0.703763089566309,0.832087774482603,0.123032839486715,0.652061114876875,0.956069790145722,0.958142277630206
"Inosine",3.83210702157299e-05,0.141249130108367,0.0235636061132261,0.269043794246207,0.112651821691641,0.541442997398918,0.563254311403745,0.55096541882455,0.00377773585625274,0.450088094525253,0.70066172837688,0.51882562912408,0.539319107723023,0.216104925247522,0.64335877134835
"Isoleucine",0.920598375307262,0.792196336680975,0.937607151304987,0.543811992222122,0.464406475879418,0.385430847660403,0.0611066939263312,0.539469571800703,0.986338839358597,0.719790136301458,0.217425653986343,0.452410875822083,0.0444325843062463,0.87328385492327,0.0654047653784384
"Isomaltose A",0.887427984842384,0.401749350230234,0.783963734724198,0.683345671619368,0.938567762943015,0.75120600624644,0.761446307705883,0.0783403770754605,0.160840473818105,0.782979509019474,0.946626806066085,0.0682821404171308,0.664610416676042,0.252792638864668,0.650261197800422
"Isorhamnetin",0.103864446294193,0.918151715208429,0.0803964052333979,0.804264181683525,0.0350583451975026,0.289719718037588,0.317899205378348,0.624419182090534,0.873162758782965,0.714277442416466,0.194105783964968,0.935658121218455,0.640924330837035,0.556506531871918,0.16631938582729
"Isoxanthopterin",0.826566594670601,0.133747237829703,0.14587488297766,0.370542401906002,0.191747502523841,0.109759868569883,0.496273483569373,0.891694090506208,0.206802741136943,0.420210111512198,0.811011415032992,0.420305050215432,0.320352754754686,0.467857240476093,0.877165274080949
"Kaempferol",0.227993227234226,0.670792462627409,0.53736983635031,0.50051674374166,0.826653299974563,0.711603065961221,0.866900366428525,0.952075271416321,0.611129624876391,0.882311360947266,0.986014813865381,0.618909249498255,0.457052222018213,0.69981939185828,0.757599546552602
"Ketoisovaleric acid",0.406064168881146,0.562962913085753,0.51882562912408,0.180264918021631,0.41816384324491,0.543076389430031,0.242592642393439,0.395737477124814,0.5438939668064,0.795283162512049,0.66196864440436,0.2966391360921,0.363191664075732,0.277977486437229,0.124922368112135
"Kynurenic acid",0.0658074639085588,0.0070188498773216,0.989266038496362,0.300609865010858,0.961955959225596,0.782124398734691,0.170222350941811,0.390219551010825,0.901679699385704,0.622309399206584,0.294441524232935,0.79437900239402,0.72051226313002,0.276581332115855,0.551323883274162
"Lactose A",0.823671697402464,0.729268109510282,0.922529725481027,0.695129328775562,0.664163580154711,0.640259601626058,0.507235093931469,0.30190038462453,0.00687255118802743,0.379529562380712,0.914959677833521,0.346172374221593,0.691905546963382,0.25234922499941,0.800616929435662
"Lactulose",0.87191332322399,0.143347886700127,0.733649628307843,0.726223049776002,0.362717301329439,0.455393935027411,0.734560016623456,0.193484917841857,0.423887413808003,0.782081349393954,0.774115895558822,0.129921048741908,0.532748159897886,0.352827448043971,0.922538419393701
"Leu-Asp",0.112133643438663,0.908881161378437,0.499035058444226,0.651250575939661,0.485027954766665,0.351025129645615,0.589722403913801,0.988256963335606,0.336422853459196,0.257791172843419,0.731686644006923,0.576228979638613,0.888828369959634,0.645666635572124,0.699903387971396
"Levocetirizine",0.0971562713226899,0.0908836046288424,0.106655511626438,0.843771761494179,0.126243562742209,0.151653981453967,0.0972967747436164,0.333918890895756,0.41337871069694,0.30365876778318,0.327682921490008,0.388328341327019,0.195399757306657,0.145111626800257,0.868491696323973
"Liquiritigenin",0.627240021848177,0.45411437488966,0.19434649229052,0.972675988705886,0.541442997398918,0.968780668926329,0.996584386971501,0.208678696013932,0.482713461334189,0.715206788653594,0.417039142651273,0.885232712797974,0.555079360734867,0.0398917998681374,0.450229979762052
"L-Kynurenine",0.497965926992169,0.770434270643419,0.48734819786247,0.0619788505459571,0.274062568858179,0.60940647920599,0.0244904755579982,0.00150972048864295,0.681665892789993,0.522745196550817,0.504049097669193,0.760571396170315,0.432441159183427,0.0214721098553352,0.74242967150707
"LPE 14:0",0.0381905649017686,0.0150617263954926,0.28239303336917,0.583735950475403,0.595696634043587,0.0357702293756119,0.106345834599763,0.506480727418499,0.589741307366796,0.537287017469384,0.822162964509258,0.552925853863942,0.110809902516835,0.829171098208441,0.543118875582907
"LPE 18:1",0.0660015180802609,0.149056570963768,0.796268732290823,0.217347008139952,0.214164871570139,0.00374284054444596,0.278738455447844,0.566749240230215,0.796268732290823,0.371872912104361,0.695929417527095,0.353603382980669,0.935918194081245,0.953312611372554,0.250927837686632
"LPG 15:0",0.535599455728392,0.120174743166551,0.443432490647278,0.218194406092251,0.725302915955339,0.410975517708429,0.978040635905582,0.745862307134771,0.281733609699863,0.987309417206005,0.93647945341961,0.520340551098393,0.350609892464725,0.704346362218927,0.739453505768862
"LPI 16:0",0.406769723063231,0.00112793679639012,0.867869928259899,0.599892342157145,0.762438769222482,0.665533394864484,0.995608505933415,0.754301508269011,0.996096643304355,0.0481522250741111,0.78391056606429,0.435465344401767,0.900571925146585,0.747861333413198,0.951221422874135
"Lysine",0.949958493664865,0.706240139809326,0.671790009439423,0.480315247484744,0.427486837205886,0.813326649294801,0.0134472970245794,0.111015357104102,0.0229844272875921,0.932729806138441,0.419825944901743,0.0422136162884887,0.585518791561263,0.972346319025581,0.808619287353108
"Maleic acid",0.479993789212394,0.672127847267176,0.383030643649092,0.536453327090236,0.749847988310774,0.358443833795674,0.462852190183417,0.0634662563834183,0.268846110587262,0.00318242518588541,0.573458140961479,0.979508422181762,0.114632261716639,0.547944872103128,0.924836424275527
"Malic acid",0.0618354770193219,0.840023100499306,0.114710195707015,0.764261099836508,0.0730271389783879,0.800998049190706,0.392585882770422,0.129121206010134,0.0757853797056449,0.498163978206594,0.79866387968498,0.758705359786657,0.613183027196724,0.699247109502762,0.724933019753771
"Maltotriose",0.895235231829809,0.162506182112679,0.951236997585908,0.64771449366742,0.867869928259899,0.336422853459196,0.436536258964786,0.0552973202745302,0.0100702810821436,0.47877914698585,0.33922538742394,0.356842290932899,0.90939344485627,0.216104925247522,0.717682619236022
"Mannitol",0.373700231363038,0.455616768013832,0.757772845916114,0.233754723813229,0.16748797153806,0.107205524504997,0.177868138301194,0.805192119950603,0.317344262060629,0.959023584964336,0.453104686307018,0.471989003187267,0.624577334261196,0.605102477921099,0.176718185813468
"Methioninesulfoxide",0.177222206284181,0.467731940943004,0.764307469098742,0.669937126699459,0.384072150575777,0.451666768719085,0.243354141058291,0.103401145312996,0.142018180053402,0.998047920856958,0.830860389801807,0.779303645576448,0.529477317884408,0.423237787084827,0.097464047400583
"Methyl-4-hydroxy-3-methoxybenzoate",0.134900157756258,0.632493009013608,0.296324962420669,0.411657853601034,0.0639745682392379,0.246672567319489,0.0498515441702039,0.184476457895985,0.358443833795674,0.964871651912845,0.57400439835487,0.28349130833424,0.648947029965043,0.802513047725146,0.502968731520965
"Methylmalonic acid",0.0607362787633154,0.234413058694865,0.538183286130123,0.406752686109649,0.650432101583152,0.403348834696865,0.270751281764302,0.057345931442264,0.576228979638613,0.397688854733971,0.396924599547546,0.996096643304355,0.91528048016174,0.564625610360362,0.911294479044392
"Muramic acid",0.816984383949985,0.260242638910656,0.831424648812421,0.313032926786761,0.832379639597169,0.19873303639315,0.161858657208594,0.645075214988033,0.624988558165871,0.788674982206306,0.59495368770949,0.504537358724597,0.199793328063391,0.688974306495107,0.33392976729281
"N-2-Fluorenylacetamide",0.332154457417436,0.234887771384296,0.659282829600214,0.06650059742601,0.29922669712261,0.0396364069645709,0.94733586867297,0.476051473484635,0.249762587262596,0.949763238379742,0.823395400780604,0.581260462048705,0.61709938007538,0.733559905856253,0.368261515802333
"N-Acetylaspartic acid",0.320426024734542,0.688888826910907,0.796268732290823,0.455301962672445,0.247467024932725,0.0898313021619113,0.387108897515696,0.602357569467356,0.428931370964948,0.573633176718217,0.389751836226103,0.392266459285843,0.72515793596847,0.60132267185218,0.159174953568347
"N-Acetyl-D-glucosamine",0.523497157663105,0.268892080479153,0.572872923578941,0.328238486873279,0.588044631599871,0.512450643996679,0.38915750897458,0.210981071502637,0.444262310598754,0.811389478857228,0.713732668673942,0.386792356532342,0.0231424428322136,0.634596801902318,0.883772196508843
"N-Acetylglucosamine",0.761964633879182,0.162891906608405,0.941499773317428,0.465070754492192,0.846732235103903,0.044138127319556,0.476547247888098,0.496237656818864,0.478868794781656,0.784905382842557,0.197262854510636,0.151621036513578,0.0286093288377272,0.591115117699639,0.803627879605913
"N-Acetylglutamic acid",0.0839820187460145,0.782714433119786,0.912343906939592,0.676210459464957,0.470467286011411,0.0784031571042092,0.872680760698209,0.66642674899888,0.762438769222482,0.783963734724198,0.717311682396387,0.572035301479841,0.926084736886863,0.146038067956591,0.320633752766923
"N-Acetylglycine",0.216459082898114,0.621987930675115,0.356193080098091,0.495816866793803,0.140634525307414,0.311935374710929,0.109027182516098,0.0663467376410845,0.196531170505815,0.818044208215344,0.522695794189965,0.255781821461235,0.891762165069994,0.527980972183129,0.381138203994833
"N-Acetylhistidine",0.517857723908433,0.257047243141181,0.629345978901002,0.6574568195303,0.59740297204785,0.795323723432651,0.410694394855073,0.0198098104680802,0.314933076826015,0.449345914075566,0.766792362208153,0.0582677273272125,0.0485641058201636,0.178759415374747,0.720096747608138
"N-Acetylleucine",0.249173375331958,0.81889877593439,0.64425327122861,0.460548259424504,0.918167253167136,0.0341496602841462,0.0523843298437479,0.675401508855996,0.901679699385704,0.00941916099132967,0.898548138132079,0.494343254658305,0.363191664075732,0.165682030838019,0.708053318797237
